Original;Conceptos
elmore;elmore
coney;hyrax,pika,rabbit
framework;model,structure,mindset,categorisation,determine,implicit
harlan;usa,indiana,kentucky,smith-county,shelby-county
clichsso;
stylishly;stylish
citb;
frisby;
jour;jour-printer
africahilarious;
bemusement;bewilderment,preoccupation,bemused
barely;hardly,scarcely,hardly,merely,scarcely,hardly
leprosy;leper,leprous,clothes,skin
distillery;company,spirit,distillation,alcoholic
openly;covertly,open,visibly
charactersi;
melissa;melissa-officinalis,medicinally,bee,genus
jody;jody-chant,jo,judith,joe,given-name,diminutive
tony;upscale,swank,simpleton,anthony,short-form
gerard;gerry,jerry,garrett
deliberately;intentionally,intentionally,slowly,on-purpose
undeveloped;unexploited,social,unbuilt,developed,behind,economic,vestigial,budding
commuter;person,commute
bruckner;Anton-Bruckner,german
zane;
eisner;
replacedtownsend;
graveyard;cemetery,dead,land,useable,pile,bury
refugee;persecution,political-asylum,refuge
koji;mold,aspergillus-oryzae,amasake
key;Francis-Scott-Key,keystone,winder,samara,lock,organize,roughness,skeleton-key,wing
themyour;
ho;holmium,sarna-dhorom,stop,african-american-vernacular-english,moderation
rpers;
bribe;money,illegal,allurement
daydream;dream,reverie,thought,nightmare,woolgather,rem
operatic;opera
potential;electric-potential,noumenon,endowed,potence,field,adposition,prospective,latent
pacinos;
kindtravellers;
bodythis;
supermanrelated;
caliber;quality,bore,calibrate
sickenly;
dadif;
shaggy;shagged,shaggy-coated,nap,thick,hair,wool
consideration;retainer,circumstance,inducement,adposition,reason,of,ground
manifest;attest,apparent,indicate,invoice,goods,metadata,evident,patent,clear,obvious
minluckily;
overactingas;
idioticstay;
errorsultimately;
crocky;smutty,muddy
bloodiest;
philologist;philology,collector,etymologies
catatonic;catatonia,patient,shock,catatonia
oppression;oppress,manner,exercise,oppressor,oppressed
account;report,history,score,bill,report,bank,money,checking,savings,banks
animate;animize,enliven,inspire,sentient,ability,quality,inspirit,live,inanimate
remotely;not,hardly,scarcely,much
weller;
egg;testis,chicken,oval,yolk,white,food
fearin;
complexion;outward,face,quality,skin
podium;dais,event,pulpit,foundation,prize,stylobate
covert;screen,implicit,invisible,concealed,disguise,covering,cloak-and-dagger,undisclosed,secret,subterraneous,protected
primeval;aboriginal,primitive,original,primary,primitive
fmv;
baldwin;James-Arthur-Baldwin,1st-Earl-Baldwin-of-Bewdley,illinois,pennsylvania,ontario,michigan,new-york
organic;constitutive,agrichemical,food,hologram,advertiser,natural,nonsynthetic,integrated,wholesome,healthful,inorganic
mean;average,beggarly,hateful,entail,average,nasty,stack,variable,stingy,skilled,median
outlaw;criminal,lawless,outlawed,at-will,place,legal
prizzis;
sentamentality;
sod;guy,turf,sodomite,superoxide-dismutase,surprise,damper,contempt
latterday;
chillingly;chilling
wilkinson;Sir-Geoffrey-Wilkinson
sorority;fraternity,fraternity,university,sisterhood,greek,sisterhood
eleanor;elinor
mosquito;insect,bug,yellow-fever,bump,second-world-war
cheat;chess,darnel,swindle,cheat-on,deceiver,spouse,unfaithful
riverdance;
phenomenon;mind,mutable,fact,knowable,unusual
agileand;
arrive;there,come,getting,coming,getting-there
corruptiondue;
screeni;
togetherthe;
andpulled;
thinki;
snowball;cocktail,advocaat,ejaculate,lemonade
soapbox;dais,soapbox-car,media,speech,view
atom;particle,molecule,smallest,small,tiny
halliwell;
still;soundless,hush,stock-still,hush,distillery,silent,distillation,calm-down,liquor,building,standing
pioneer;initiate,break-new-ground,open,way,prepare,wilderness,way
loveinterest;
shaman;spirit,societies,tribal,traditional,medium
efficiency;electricity,energy,effect,quality
subconscious;subconscious-mind,subconsciousness,subconscious-mind,consciousness,conscious,level,unconscious
linksthe;
stepper;hoofer,step-machine,step,dancer,microcircuits,motor
jefe;head,officer,sheriff,chief
circuitous;roundabout,route,direct,indirect
cancun;
aaliyah;
drugsalthough;
eventsand;
carrienot;
ankur;
patriot;love,missile,patriot-missile,support,country
dantonwalesa;
columbus;Christopher-Columbus,columbus,muscogee-county,discovery,mississippi,ohio,indiana
romania;hungary,appendix:place-names-in-romania,country,appendix:countries-of-world,ukraine
pilgrimage;religious,sura,peregrinate,visit,journey
ordway;south-dakota,crowley-county,county-seat,colorado,usa
scriptwhy;
architect;plan,orchestrate,design
dogfight;hassle,furball,fighter-plane,dog-fighting,aircraft,battle
kassovitz;
catalogue;catalog,product,cataloguer,cataloguing,make
worldyeah;
chancery;in-chancery,equity,court-of-equity,diocese,get-in-chancery,awkward
distend;dilate,swell,gravidity,pressure,extend,stretch
carefullycrafted;
payton;
effectivefire;
fiance;
carmens;
aboooot;
jackzilla;
regina;queen,reign,canada,saskatchewan,rex
halve;half,match-play,tie,thickness,divide
fatherwho;
acknowledge;notice,admit,recognition,admit,assent,recognize
incur;receive,occasion,incursive,bring-upon,incursion,expose
ouimetthis;
soap;lather,cleaning,bar,washing,cleaner,shower
leadership;lead,office,leader,status
rassimov;
easygoing;cushy,leisurely,unhurried,calm,informal,undemanding
lucio;
quotient;multiplication,factorisation,subtraction,division
reasonsthe;
deepen;intensify,heighten
follow;pursue,take-after,come,keep-up,lead,after,behind,leader,billiards,pursue
storythis;
thug;hood,rough,violent,worship,hire
mariel;
keira;
lilia;
pride;proud,presumptuous,haughty,wantonness
maecenas;benefactor,patron
consecutivelywith;
minette;lorraine,luxembourg,mineral,portrait,iron-ore
ferrari;sports-car,car,smith
oversimplify;explain,present
binnie;
chest;chest-of-drawers,chest-of-drawers,lid,enmity,debate
infinally;
untie;knotted,unbind,loosen
mermaid;fish,mythological,woman,merman,merwolf,siren,melusine,nixie
drama;play,intended,real-life,character,radio
helli;
anil;phenyl,anilina,indigo,imine
ilona;
woopa;
tolerable;fair-to-middling,permissible,bearable,passably,permissible,resistant,supportable
boozer;alcoholic,public-house,pub,booze,drunkard
party;bash,celebration,gathering,fun,birthday,event
junk;debris,trash,heroin,gaskets,oakum
elaborate;luxuriant,elaborated,complicate,showy,sophisticated,complex
amanis;
renu;
pythonesque;absurd,farcical,humour,surreal,programming-language
ophelia;uranus,hamlet
quickly;in-short-order,cursorily,rapidly,quick,fast,soon
bug;tease,hemipterous-insect,microbe,wiretap,obsessive-compulsive,crank,neurotic
whisk;light,light,function,even
subtly;brute-force,subtle,subtleness
goal;finish,soccer,player,attempt,objective,object
jarndyce;
dumbest;
cranky;nettlesome,mental,upset,peculiar,spirit,unstable
robert;Henry-Martyn-Robert,rabbitt,hobbes,dobinson,robbens,rabb
immigrant;permanently,immigrate,plant,animal,country
commercialben;
literature;books,subject,writing,literacy,literary
pathwhile;
hokey;contrived,sentimental,hoke,hokum,unbelievable,hokiness,contrived
dentist;denture,dentistry,dental,toothpuller,antidentite
postmodern;postmodernist,react,art,literature,architecture,postmodernist
helmet;head,protection,helm,covering,monkshood
polo;Marco-Polo,game,marco,clap,hand,ice
rehearsal;
chasesuspense;
helin;
enormous;huge,immense,tremendous,gigantic,greatly
november;nov,icao-spelling-alphabet,month,gregorian-calendar
toupe;toupee,baldness,hairpiece
demographic;demography,characteristic,demographer,demography
offive;
gameall;
slicker;oilskin,deceiver,poncho,smooth,urbane,mashed,city-slicker,conman
john;lavatory,toilet,chamber-pot,outhouse,male
coelophysis;
gobblelaughs;
wellwritten;
appeal;invoke,entreaty,solicitation,attract,recourse,purpose,summons,cause
champion;supporter,ace,prizewinning,winner,canada,brilliant,competitor,championship
spacetime;theoretical,universe,m-theory,physics,kaluza-klein-theory,temporospatial,spatiotemporal
emotionless;emotion,cold
househelp;servant
fuse;blend,niter,device,explosive,cord
haysbert;
celebs;celeb
ross;Nellie-Tayloe-Ross,Sir-Ronald-Ross,Sir-John-Ross,Betsy-Griscom-Ross,Sir-James-Clark-Ross,ross-sea,ross-on-wye,ross-shire,divest,california
advert;allude,ad,attend,mention,advertisement,to
mayberrylike;
hillary;Sir-Edmund-Percival-Hillary,hilary,hilarious,hilaria,hilarius
snipe;sharpshoot,attack,from,log,gallinago,snipe-hunt
schlub;awkward,oafish,clumsy,unattractive
alin;
bankrobbers;
keitels;
slaughterhouse;abattoir,slaughterhouse,abattoir,slaughterhouse,slaughterhouse,slaughter,slaughtered,slaughterer,slaughterous
ironically;irony,ironic
accidental;nonessential,inadvertent,circumstantial,happening,incidental,happening,commencement
batter;clobber,dinge,buffet,flour,coat,bruise,flatten,frying
nihilistic;nihilism
expend;spend,use,expent,consume,exhaust
academic;pedantic,academician,academy,academy,outside,humanities,theoretical
careermany;
platter;phonograph-record,record,gramophone,tray,braid,silver-platter
hurricane;storm,anticyclone,temperate,latitude,full,breeze,cyclone
illprepared;
yesterday;today,yestreen,yesterevening,today
overjoy;joy,delight,ecstasy,pleasure
snobbish;clannish,snobby,snob,snobbishness,snobbery,pretentious
dmytryk;
reentering;reenter
reserve;modesty,substitute,reservation,military-reserve,allow,back,patience,reservation,kansas
finnes;
dumont;
costars;costar
uhh;
makinglets;
stewart;Dugald-Stewart,James-Maitland-Stewart,stew,stuart
stopstart;
backbone;spinal-column,anchor,spinal-column,firmness,decision,fortitude,courage
gaff;hakapik,hoax,gaffe,spar,gamble,con
godfrey;
leonor;
preppie;
cooley;
asset;framework,genitalia,process,breasts
hermit;anchorite,recluse,monachos,eremite
vaughn;montana,vaughan,new-mexico,washington
convince;convert,believe,persuade,evidence,sure
indicate;argue,bespeak,point-out,point-out,signal,indication,indicator,discover
louis;Joseph-Louis-Barrow,french,gold,issue,silver,king
roundtreei;
wardrobe;bedroom,clothes,department,staff
tramp;roll,hiker,slog,footsteps,homeless,promiscuous
imbecilic;foolish,idiotic,stupid,absurd,imbecile,retarded
jannings;
detriment;harm,hurt,damage,harm
orangapoids;
directorwriter;
donaggio;
cheeze;
apex;peak,vertex,acme,top,peak,deep,leaf,surface
suburb;residential,resident,conurbation,city,convenience-store
ghetto;ivory-tower,law,self-contained,indecorous
cinematographygo;
guy;ridicule,ridicule,effigy,man,gal,male,support
movieits;
springsteen;
vanessa;butterfly,genus
enoughin;
ovitz;
nominal;nominative,noun-phrase,tokenish,nominate,nomination,market-value,noun,noun-phrase,formal
slimeutterly;
armenian;descent,middle-armenian,alphabet,armenia,old-armenian
lanchester;
nula;
apropos;seasonably,incidentally,appropriate,incidental,timely,appropriate,pertinent,pertinent
hammy;overacting,amateurish,injury,hamster,ham,dramatic
frequently;often,as-often-as-not,frequent,eventually,interval
unability;ability,inability
janitorial;janitor
woolworth;Frank-Winfield-Woolworth
conceptswhich;
oneill;
developif;
wellacted;
schoolkidsthe;
purposeless;superfluous,useless,meaningless,purpose,desultory,directionless
dreamy;languorous,dreamish,attractive,dream,sexy,handsome,inattentive
rejectionon;
screwfest;
guessa;
sevencard;
load;lode,warhead,cargo,burden,adulterate,gag,adulterate,program,firearm,force
amalio;
maitlan;
kutcher;
herethis;
interject;aside,intervene,insert,say,interruption
ferrell;
blom;
hew;cut-down,education,to,conform,whittle
gangrape;
wildeor;
ferdos;
eyeball;eye,gauge,precisely,measure,look,ball
cinemaphotography;cinematography
destabalizes;
carter;James-Earl-Carter-Jr.,Howard-Carter,transport,beast-of-burden,cart,marysole,whiff,oxcart,horse-drawn
picturedont;
delilah;enchantress,harlot,samson,libertine,femme-fatale
clause;article,close,subordinate,superordinate
fundamentally;essentially,core
assassinate;royal-assassin,assassination,assassin
moviebefore;
boardwalk;promenade,install,board-game,sandy,path,swampy
xmas;Christmas
cultism;idolatry,cultist,cult
evidence;testify,attest,tell,evidential,concordant,conclusion
kudos;praise,praise,accolades,praise
extremely;exceedingly,degree,extreme
trucker;teamster,truck-driver,drives,deceitful,cheat,dishonesty
approach;access,border-on,approach-path,overture,set-about,stand
foible;idiosyncrasy,character,mannerism,feeble,idiosyncrasy,weakness
destruction;demolition,havoc,end,destructive,destroy,devastation,destructionless
oberon;oberon,oberon,uranus,australia,character,outermost,king
leaden;weighted,plodding,grey,heavy,sluggish,lead,dull,cloudy
asante;
tai;Thai,Siamese,taiyaki,descendant,trifluoromethylaminoindane,shan,tai-kadai
irkel;
ali;Cassius-Marcellus-Clay,allie,muslim,expansion,lateral,alison
faction;cabal,shared,making,factory,strife,opinion
comedienne;comedian,female
filmif;
sterner;
erode;wear-away,chemical-reaction,corrosion
casino;gambling
annik;
wasi;
aircrafti;
gould;Jay-Gould,Stephen-Jay-Gould
vibe;vibration,vibration,aura,hit-it-off,relax,vibrator
sunbathe;sun,expose,sun,suntan,relax,sunburn
zulu;utc,bantu,icao-spelling-alphabet,isizulu
oldsmobiles;
aiello;
stagecoach;stagecoach
shout;cry,exclaim,abuse,yell,scream,upper-case,exultation,shout-out
multiple;duplicate,multiple-birth,instance,part,multi,nine-fold,eight-fold,ternary,five-fold,multiplex
scarface;Alphonse-Capone,scarface,face,scar
rehearse;recite,relate,narrate
howlathonas;
desolution;
sweater;perspirer,sweatshirt,perspirer,exercise,garment,sweat,warm
medal;decoration,award,charm,medallist,medalet,prize
lonely;lone,lonesome,unfrequented,unfrequented,desolate,isolate,lone,unsocial
laurentiis;
jeroen;
eventuallyafter;
timesurprisingly;
mileage;distance,travel,total,mile,service
originalim;
angeles;puerto-rico,los-angeles,port-angeles,river
uponinspired;
unsympathetic;unkindly,uncompassionate,unresponsive,uncongenial,sympathetic,unsympathising,unreceptive,uncongenial
publicservice;
dustbowl;dust,dry,united-states,area
onehow;
super;superintendent,exceedingly,first-rate,number,supernatural,superior,quality,large,comprehensive
policewoman;police-matron,police-officer,police
boldface;embolden,italic,font
mediocrityand;
downtoearth;
pantierrethere;
dismal;disconsolate,depressing,gloomy,dull,inadequate
actionlevel;
daysethan;
suckiest;
frau;german,woman
pearce;
notte;
nightthe;
kaifoh;
mattaalong;
soon;before-long,early,quickly
humor;temper,liquid-body-substance,wit,humour,humour
selfobsessed;
castleterry;
pseudoitalian;
revelation;disclosure,reveal,divine,new-testament,bible
lightningspeed;
atypical;irregular,uncharacteristic,abnormal,irregular,unusual,unrepresentative
nemesis;bane,retribution,star,goddess,archenemy,rival,bane,villain,antagonist
sledge;sledgehammer,maul,sled,draw,old-sledge,toboggan
cbs;cbs,television,radio,network,united-states,charles-bonnet-syndrome
suddenness;abruptness,sudden
avidly;eagerly,eagerly,avid,greedily
yan;yanshan,yan,land,dynasty,imperial,kingdom,march
grieve;grievance,harm,manager
lovellsometimes;
tagline;crane,signature,draft,line,punch-line
horseback;ahorse,hogback
burr;Aaron-Burr,bur,bur,bur,ear-lobe,uvular,rivet,material,cutting
banderas;banderas
jtb;
mickey;drugged,mickey-finn,drugs,mouse,whiskey
roepers;
metaphor;concept,user,represent,analogy
unscary;unfrightening,scary
monotonous;tone,monotony,variety,pitch,dull,unmodulated
endless;interminable,sempiternal,indefinite,infinite,continuous
grave;sedate,sculpt,grave-accent,grievous,dead,place,burial,hole,death,grievous
antisemite;antisemitism,antisemitic
zaitung;
crowbar;jemmy,gooseneck,cocktail,force,electrical,whiskey,circuit
computergraphics;
copper;bull,metal,cuprite,peacock-ore,olivenite,ormolu
pang;throe,distress,twinge,agony,sudden,mental,paroxysm,emotional,agony
stately;baronial,courtly,imposing,dignified,unhurried,grand,imposing,tall
stu;given-name,stuart,stew,diminutive
goshdarned;
mumbojumbo;
fastest;quickest,fast
civilization;refinement,culture,civil,civilized,civilize,organized
